ID_REF	NC00007271	NC00007303	NC00007323	NC00007337	NC00007413	NC00007462	NC00007472	NC00007521	NC00007536	NC00007563	NC00007600	NC00007635	NC00007713	NC00007721	NC00007273	NC00007275	NC00007301	NC00007305	NC00007307	NC00007311	NC00007313	NC00007315	NC00007317	NC00007321	NC00007335	NC00007341	NC00007343	NC00007345	NC00007347	NC00007353	NC00007357	NC00007365	NC00007367	NC00007371	NC00007373	NC00007401	NC00007403	NC00007405	NC00007407	NC00007411	NC00007417	NC00007421	NC00007445	NC00007456	NC00007463	NC00007467	NC00007477	NC00007507	NC00007511	NC00007517	NC00007525	NC00007531	NC00007532	NC00007534	NC00007541	NC00007543	NC00007545	NC00007553	NC00007554	NC00007561	NC00007570	NC00007605	NC00007613	NC00007615	NC00007643	NC00007647	NC00007663	NC00007673	NC00007675	NC00007717	NC00007737	NC00007277	NC00007327	NC00007331	NC00007333	NC00007351	NC00007355	NC00007362	NC00007363	NC00007375	NC00007377	NC00007423	NC00007425	NC00007427	NC00007431	NC00007436	NC00007441	NC00007450	NC00007451	NC00007453	NC00007460	NC00007465	NC00007473	NC00007475	NC00007501	NC00007503	NC00007505	NC00007512	NC00007526	NC00007547	NC00007551	NC00007564	NC00007575	NC00007603	NC00007607	NC00007611	NC00007617	NC00007621	NC00007623	NC00007625	NC00007627	NC00007631	NC00007633	NC00007637	NC00007641	NC00007645	NC00007651	NC00007653	NC00007655	NC00007657	NC00007661	NC00007665	NC00007667	NC00007671	NC00007677	NC00007701	NC00007705	NC00007707	NC00007715	NC00007723	NC00007725	NC00007727	NC00007731	NC00007733	NC00007735	NC00007741
hsa-miR-181a-2-3p	0	0	463	0	2053	3	0	2	0	0	0	146	140	265	0	19	0	744	0	0	0	0	0	0	431	0	318	0	509	204	174	0	0	0	281	342	463	0	125	2	428	0	0	0	0	0	0	0	0	0	165	0	0	1	0	0	0	210	0	0	6035	0	0	2	0	0	4097	3	0	0	0	191	0	752	0	1	0	0	38	0	0	0	0	206	0	0	0	0	0	876	100	0	0	0	1	0	135	0	0	0	1098	0	1540	84	0	0	0	271	0	119	0	0	51	0	7912	4520	0	0	1	0	649	0	0	1205	2052	3774	388	0	0	0	0	0	0	0	179	0
hsa-miR-181b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181b-5p	140.083333333333	167.5	598.666666666667	79.5	592.75	71.25	0	96.6666666666667	30.5	0	0	350	360.333333333333	258.25	83	0.25	0	473	367.5	109	0	0.5	79.5	0	800.25	0	555.5	56	703.166666666667	124	1.5	219.5	265.5	60	0	1.5	180.5	359.75	0.5	538.5	0	0	1	122.5	41.5	151.75	0	0	0	0	2.5	0	0	349.75	0.333333333333333	0	0	0	0	29.5	25781.25	974.5	0	37	52.5	32	34828.8333333333	0.5	2	0	248	0	253	163	279	0	289	0	0.5	0	0	0	79	729.25	0	0	0	0	0	21514.6666666667	107.5	0	209	0.25	0	0	0	0	107.5	0	17852.1666666667	0	20457.5833333333	0.5	0	0	1.25	230	0	108.5	0	0	0	0	114167.5	43187.9166666667	0	0	0	143.5	21655.6666666667	0	0	7034.16666666667	15080.4166666667	37797.9166666667	3791.25	17.5	63.5	0	209	0	4052.66666666667	436	1254.25	48
hsa-miR-181b-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-181c-3p	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1018	0.5	0	0	0	0	544	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2486.5	0	0	0	0	0	0	0	0	0	0	133	0	2437.5	0	0	0	0	0	0	0	0	0	0	0	3606.5	2962.5	0	0	0	0	1573	0	0	406	609	2798	79	0	0	0	0	0	465.5	0	0	0
hsa-miR-181c-5p	0	0	1	0	0	0	0	269	0	0	0	335	0	0	0	0	0	0	344	1	0	0	0	0	359	0	0	0	1	130	0	0	0	0	0	1	0	0	0	0	0	0	0	1	577	0	0	0	0	0	226	0	0	0	0	0	1	0	0	0	5962	0	0	0	0	0	9206	0	1	0	147	0	0	715	0	0	0	0	1	118	0	0	0	1	0	159	0	0	0	7680	0	0	0	0	0	0	314	0	0	0	4353	216	6831	0	0	0	0	0	0	0	0	0	105	0	36080	12896	0	0	0	0	5984	0	0	3204	5216	11029	1576	0	126	0	0	0	855	0	1153	0
hsa-miR-181d-5p	0.333333333333333	0	1.66666666666667	0	500	0	0	0.666666666666667	0	0	0	409	1.33333333333333	234	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0.666666666666667	81	0	0	178	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	400.333333333333	0	0	0	0	139	3615	0	0	0	0	0	3077.33333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2191.66666666667	0	0	0	0	0	0	0	0	195	0	852.666666666667	0	1958.33333333333	0	0	0	0	0	220	0	0	0	0	0	8511.5	4486.16666666667	0	0	0	0	2284.16666666667	0	0	1013.66666666667	1185.66666666667	3422.66666666667	243	0	0	0	0	0	292.666666666667	0	514	0
hsa-miR-182-5p	254	598	446	0	968	6209	74	27	0	174	0	359	255	459	243	142	181	893	352	0	0	0	321	347	0	0	324	70	1992	174	552	419	547	336	1882	3	944	540	184	1374	753	902	49	394	0	476	0	0	0	0	428	3454	337	532	581	0	0	0	83	392	1000	468	178	0	0	198	1678	3	1	335	153	0	220	2524	0	0	91	177	0	0	144	652	55	830	0	0	0	1362	0	964	202	60	0	118	435	311	499	0	0	242	68	631	565	0	0	171	59	78	0	5432	0	120	0	243	7243	2559	123	0	2	105	1285	0	0	278	2076	1667	337	0	190	48	428	0	251	88	184	306
hsa-miR-1827	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0
hsa-miR-183-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0	0	0	156	0	0	0	6	50	0	0	0	0	0	0	0	0	0	0	0	0	0	1293	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	1	0	0	614	0	0	140	318	0	0	0	0	1	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-184	116	0	0	0	469	0	0	0	0	0	0	0	0	0	1	182	0	0	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0	209141	0	0	499	0	0	0	199	0	0	0	0	0	0	183	0	54	0	0	0	0	0	0	0	436	423	0	11	0	0	681	13	20	0	0	0	0	10	0	0	0	61	20	0	0	0	154	0	0	21	0	0	0	184	0	29	0	0	12	137	0	0	0	146	0	0	0	197	0	125	16	0	0	0	149	0	0	0	315	0	0	0	9	0	0	0	0	0	0	815	0	0	0	0	0	0	0	0	0	0
hsa-miR-185-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	1	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0
hsa-miR-185-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2035	592	0	0	0	144	425	0	0	1	317	0	175	0	0	0	0	0	0	0	0	0
hsa-miR-186-5p	499	447	209	0	999	432	79	486	0	0	0	266	801	0	156	0	0	0	1069	1854	0	0	167	0	0	0	1	0	1343	271	298	304	394	140	0	978	1126	656	0	727	0	219	1	0	0	372	0	205	0	0	333	598	0	0	0	81	0	0	151	170	4763	361	0	1	80	0	7952	130	5	128	0	187	794	386	329	0	403	115	1	469	1	328	282	1414	0	0	0	0	431	4129	80	180	307	208	1	0	205	0	296	113	5233	233	2594	618	373	0	182	283	0	215	441	0	190	297	23718	8669	0	1	93	236	3788	0	0	1800	5198	7945	588	1	659	0	794	0	2	176	368	244
hsa-miR-187-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0
hsa-miR-188-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-18a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	349	0	0	0	0	96	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0
hsa-miR-18b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1908-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-190a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0	0	0	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2562	798	0	0	0	0	184	0	0	799	356	1011	185	0	0	0	0	0	0	0	0	0
hsa-miR-190b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0
hsa-miR-191-5p	3122	2380	1126	333	12202	3216	441	443	0	271	0	1294	4577	1984	2371	2397	1332	1530	14705	10677	574	1076	152	331	2747	705	3406	115	5456	1449	1825	974	3990	430	335	1530	4882	3366	435	4046	4	1267	4	2265	308	1400	0	0	0	0	6166	2635	562	355	2178	316	246	332	635	3642	100165	3538	542	313	430	865	111368	355	446	544	221	2293	1331	8819	3764	0	5063	921	355	646	232	1199	1082	15570	1004	2755	430	476	1303	72529	253	470	2931	1011	437	1194	785	4672	524	1238	40022	3057	45754	3652	1294	152	15	2932	1234	6254	3166	188	2028	5305	321215	125516	0	0	219	2606	61514	254	349	20786	51730	122261	15705	287	2609	413	8192	2555	10351	3758	5650	1453
hsa-miR-1910-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	102	0	0	0	293	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1911-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	334	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1911-5p	584	221	395	0	1566	3	0	161	0	0	0	2	357	0	893	248	18	0	0	408	0	0	0	0	0	0	0	120	341	357	1	531	181	97	0	829	128	239	0	204	0	116	0	150	0	101	0	0	0	0	0	0	0	0	0	0	0	176	210	363	0	572	0	1	56	0	0	2	39	170	0	0	137	551	72	0	0	0	1	0	0	0	54	0	0	170	0	0	0	51	50	31	641	0	0	0	0	0	217	94	0	178	0	74	0	0	0	43	0	0	0	0	23	0	0	259	0	0	189	0	0	0	0	0	48	0	449	0	98	0	0	0	0	0	0	0
hsa-miR-1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-5p	1443	1452	918	0	2992.5	650.5	0	407	0	146	0	0	2058.5	0	539	0	0	305	381	601	0	0	188	0	652	0	682.5	0	2019.5	172	213	141	1661	299	193	1089	0	0	0	550	632	65	0	282	0	139	0	0	0	0	0	545.5	0	324	521	0	0	0	179	263	10179	0	185	88	248	0	14574.5	79	174.5	77	0	174	720	1602.5	264	0	729	48	298.5	0	0	120	394.5	462.5	0	134	0	234.5	0	7798.5	1	86	691	368	214	0	0	383	353.5	67	7901.5	1180	5168	490	229	0	1	252	148	1451.5	423	0	134	183	42056.5	12935.5	126	0	1	0	6875	0	0	1390	5783.5	13124.5	1719	38	584.5	198	1	0	543.5	238.5	531.5	69
hsa-miR-193a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-193a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	1338	190	0	0	0	0	105	0	0	160	0	92	0	0	0	0	0	0	0	0	0	0
hsa-miR-193b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	1	0	0	0	0	0	0	0	0	0	0	0	751	473	0	0	0	0	290	0	0	422	10	547	133	0	0	0	0	0	0	0	0	0
hsa-miR-193b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0
hsa-miR-194-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	17.5	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-195-3p	271	117	0	0	0	0	0	0	0	0	0	0	0	222	0	0	174	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	347	0	0	0	0	0	0	0	0	0	0	0	96	0	0	165	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0
hsa-miR-195-5p	0	143	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0.333333333333333	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1318.33333333333	0	0	0	0	0	895.666666666667	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1643.33333333333	0	0	0	0	0	0	893	0	0	0	388.333333333333	0	652.333333333333	0	0	0	0	359	0	0	0	0	0	0	6353	3207	0	0	0	0	910	0	0	677.666666666667	1156	2272.33333333333	346.333333333333	0	0	0	0	0	0.333333333333333	0	94	0
hsa-miR-196a-5p	183	53.75	0	0	0	0	0	109	0	69.5	0	0	117.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	324.5	0	0	0	0	112	0	0	0	41.5	0	0	0	0	0	74	0	0	0	0	0	0	0	118.5	0	0	0	0	44	0	0	0.5	0.5	0	0	0	119	0	0	0	0	0	0	0	91	0	0.5	0	0	166.5	0	0	0	141	88.5	0	0	0	197.5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
hsa-miR-196b-5p	0	0.5	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	322	0	0	0	0	1	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-197-3p	0	0	1	0	1534	306	0	0	58	0	0	0	227	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	373	828	26	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	74	0	2045	0	1	0	0	183	63	0	0	0	1	0	1	0	0	132	68	0	0	0	0	0	241	947	0	0	0	0	0	0	0	0	0	63	1316	0	1068	0	0	0	0	0	161	1176	0	0	0	0	5907	774	0	0	0	201	726	0	0	326	404	2384	1	0	298	71	0	109	0	0	0	143
hsa-miR-1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0
hsa-miR-199a-3p	168.333333333333	588.666666666667	84.6666666666666	0	513.333333333333	22.6666666666667	78	0	0	0	0	117.666666666667	726.000000000001	115.666666666667	102.666666666667	68	0.333333333333333	0	0	648.666666666667	0	0	0	0	0	0	222	0	688.666666666667	173	16	90	108	0	0	138.333333333333	197	50.6666666666667	0	479.666666666666	0	0	0.333333333333333	67	0	189	0	0	0	0	0	139.333333333333	0	113.666666666667	0	0	0	0	0	97	0	0	0	58	69.3333333333333	0	39.6666666666667	1	76.6666666666666	27	0	78.3333333333333	37	275	0	0	126.333333333333	32	0.333333333333333	127	55.6666666666667	0	0.333333333333333	115.333333333333	0	0	0	57	0	32	32.3333333333333	25.3333333333333	103	114	1.33333333333333	0	0	0	0	0	0	0	0	59.6666666666667	97.3333333333333	0	29	0	0	0	0	0	16	160.666666666667	145.666666666667	23.6666666666667	0	0	0.333333333333333	0	69.3333333333333	0	0	72.6666666666667	30	0	0	0	0	33.3333333333333	61	23.3333333333333	0.666666666666667	0	0.666666666666667	0
hsa-miR-199a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.666666666667	0	0	81	0	0	0	99.5	0	0	0
hsa-miR-199b-3p	168.333333333333	588.666666666667	84.6666666666666	0	513.333333333333	22.6666666666667	78	0	0	0	0	117.666666666667	726.000000000001	115.666666666667	102.666666666667	68	0.333333333333333	0	0	648.666666666667	0	0	0	0	0	0	222	0	688.666666666667	173	16	90	108	0	0	138.333333333333	197	50.6666666666667	0	479.666666666666	0	0	0.333333333333333	67	0	189	0	0	0	0	0	139.333333333333	0	113.666666666667	0	0	0	0	0	97	0	0	0	58	69.3333333333333	0	39.6666666666667	1	76.6666666666666	27	0	78.3333333333333	37	275	0	0	126.333333333333	32	0.333333333333333	127	55.6666666666667	0	0.333333333333333	115.333333333333	0	0	0	57	0	32	32.3333333333333	25.3333333333333	103	114	1.33333333333333	0	0	0	0	0	0	0	0	59.6666666666667	97.3333333333333	0	29	0	0	0	0	0	16	160.666666666667	145.666666666667	23.6666666666667	0	0	0.333333333333333	0	69.3333333333333	0	0	72.6666666666667	30	0	0	0	0	33.3333333333333	61	23.3333333333333	0.666666666666667	0	0.666666666666667	0
hsa-miR-199b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.666666666667	0	0	0	0	0	0	0	0	0	0
